study_id,first_author,publ_year,journal,url,location,lat,lon,mean_annual_precip,study_length_years,diversity_meas,num_replicates,unique_comp_id,year,timing_trt_pct,timing_trt_days,diversity,uncertainty,uncertainty_meas,notes,more notes
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_3,1,0.5,18,13.89,0.77,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_4,2,0.5,18,13.47,0.82,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_5,3,0.5,18,14.61,0.58,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_6,4,0.5,18,14.29,0.74,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_7,5,0.5,18,14.18,1.19,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_8,6,0.5,18,14.32,0.79,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_9,7,0.5,18,13.26,0.53,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_10,8,0.5,18,13.02,0.69,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_11,9,0.5,18,13.79,0.6,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_12,10,0.5,18,14.05,0.98,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_13,11,0.5,18,14.29,0.53,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_14,12,0.5,18,12.62,0.64,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_15,13,0.5,18,13.63,0.76,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_16,14,0.5,18,12.28,0.53,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_3,1,0,8,12.97,1.05,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_4,2,0,8,13.07,1.11,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_5,3,0,8,13.42,0.9,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_6,4,0,8,13.23,0.79,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_7,5,0,8,13.6,0.72,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_8,6,0,8,12.99,0.64,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_9,7,0,8,12.01,0.72,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_10,8,0,8,11.48,0.98,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_11,9,0,8,11.51,0.66,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_12,10,0,8,11.88,0.5,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_13,11,0,8,13.28,0.61,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_14,12,0,8,11.51,0.85,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_15,13,0,8,10.72,0.87,sd,need to calculate days from actual data,
1,jones,2015,scientific reports,,"39.1069° N, 96.6091° W",39.1069,-96.6091,835.00,16,Richness,12,jones_16,14,0,8,10.71,0.85,sd,need to calculate days from actual data,
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13984,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_2,0.4,-0.5,4,1.79,1.05;2.02,25%/75% quantiles,for grass,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13985,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_2,0.4,0,7,1.79,1.95;2.06,25%/75% quantiles,for grass,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13986,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_2,0.4,1,14,1.58,1.95;2.06,25%/75% quantiles,for grass,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13987,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_2,0.4,2,21,2.01,1.95;2.06,25%/75% quantiles,for grass,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13984,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_4,0.4,-0.5,4,1.2,1.03;2,25%/75% quantiles,for forbs,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13985,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_4,0.4,0,7,1.78,1.98;2.04,25%/75% quantiles,for forbs,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13986,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_4,0.4,1,14,1.79,1;1.99,25%/75% quantiles,for forbs,also has H'
2,zhang,2021,functional ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13987,"31.79°N, 110.90°W",31.79,-110.9,384.00,0.4,richness,20,zhang_4,0.4,2,21,1.59,1.04;2,25%/75% quantiles,for forbs,also has H'
3,barnett,2021,BMC ecology and evolution,https://link.springer.com/article/10.1186/s12862-021-01871-0#Sec12,"33.609625, 150.738442",-33.609625,150.738442,861.60,2,Shannon's index (H'),12,barnett_1,3,0,13,2.36,0.03,sd,need to check trt size. ,
3,barnett,2021,BMC ecology and evolution,https://link.springer.com/article/10.1186/s12862-021-01871-0#Sec13,"-33.609625, 150.738442",-33.609625,150.738442,861.60,2,Shannon's index (H'),12,barnett_1,3,0.62,21,2.27,0.05,sd,need to check trt size. ,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD4,"36°49′N, 2°15′W",36.816667,-2.25,200.00,0.66,Richness,15,miranda_1,0.66,0,7,4.59,0.35,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD5,"36°49′N, 2°15′W",36.816667,-2.25,200.00,0.66,Richness,15,miranda_1,0.66,1,14,4.47,0.34,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD6,"36°49′N, 2°15′W",36.816667,-2.25,200.00,0.66,Richness,15,miranda_1,0.66,3.42,31,5.06,0.28,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD4,"37°0′N, 2°26′W",37,-2.433333,230.00,0.66,Richness,15,miranda_2,0.66,0,7,5.06,0.57,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD5,"37°0′N, 2°26′W",37,-2.433333,230.00,0.66,Richness,15,miranda_2,0.66,1,14,4.88,0.68,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD6,"37°0′N, 2°26′W",37,-2.433333,230.00,0.66,Richness,15,miranda_2,0.66,3.42,31,6.22,0.84,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD4,"37°5′N, 2°21′W",37.083333,-2.35,250.00,0.66,Richness,15,miranda_3,0.66,0,7,1.59,0.41,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD5,"37°5′N, 2°21′W",37.083333,-2.35,250.00,0.66,Richness,15,miranda_3,0.66,1,14,2.06,0.35,sd,aggregated with rainfall decrease treatment :(,
4,miranda,2009,Journal of Vegetation Science,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x?casa_token=VEAqyfDrQh0AAAAA%3A_ILAwse5YFnI7ZBZIpCJ186AHSKg9HHN12-3mFGofFXa71k0nRojI6EvzSa5mYWPlgH4rC35TO2PdpD6,"37°5′N, 2°21′W",37.083333,-2.35,250.00,0.66,Richness,15,miranda_3,0.66,3.42,31,1.47,0.31,sd,aggregated with rainfall decrease treatment :(,
5,Densmore-McCulloch,2016,PLOS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168663,680869E 5622735N,50.72821903,-120.4371753,279.00,1,Richness,90,densamore_1,1,0,7,3.92,1.38,sd,,
5,Densmore-McCulloch,2016,PLOS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168664,680869E 5622735N,50.72821903,-120.4371753,279.00,1,Richness,90,densamore_1,1,3.42,31,3.45,1.51,sd,,
5,Densmore-McCulloch,2016,PLOS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168663,"0680873E, 5625967N",50.75725371,-120.4355322,279.00,1,Richness,90,densamore_2,1,0,7,8.58,2.19,sd,,
5,Densmore-McCulloch,2016,PLOS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168664,"0680873E, 5625967N",50.75725371,-120.4355322,279.00,1,Richness,90,densamore_2,1,3.42,31,7.75,1.71,sd,,
5,Densmore-McCulloch,2016,PLOS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168663,"0679866E, 5629464N",50.78898345,-120.4480846,279.00,1,Richness,90,densamore_3,1,0,7,5.85,1.88,sd,,
5,Densmore-McCulloch,2016,PLOS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0168664,"0679866E, 5629464N",50.78898345,-120.4480846,279.00,1,Richness,90,densamore_3,1,3.42,31,8.42,1.24,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-5,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_2,0.11,-0.64,4,1.57,0.23,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-6,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_2,0.11,-0.45,6,3.41,0.15,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-7,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_2,0.11,-0.09,10,3.58,0.17,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-8,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_2,0.11,0,11,4.6,0.19,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-5,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_3,0.16,-0.64,4,3,0.22,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-6,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_3,0.16,-0.45,6,5.56,0.37,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-7,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_3,0.16,-0.09,10,4.16,0.14,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-8,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_3,0.16,0,11,4.6,0.36,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-5,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_4,0.22,-0.64,4,4.89,0.22,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-6,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_4,0.22,-0.45,6,6.29,0.32,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-7,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_4,0.22,-0.09,10,6.58,0.42,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-8,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_4,0.22,0,11,7.41,0.45,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-5,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_5,0.27,-0.64,4,4.6,0.28,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-6,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_5,0.27,-0.45,6,7.29,0.21,sd,,
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-7,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_5,0.27,-0.09,10,7.4,0.41,sd,,
